TracePro Surface Source Property Data
File Name  C:\Users\usr1\Desktop\project\optical\tracepro\source\CXA1507_LED1.txt
TracePro Release: 7 0 0
Database Version: 3 3 0
Data generated at Source Source Property Generator

Name   CXA1507_LED1
Catalog    CXA1507
Description    
User_Data  1
Spectral Type  3
Angular Type   4
Units  0
Quantity   1
Emission   14.8
Wavelength1    0
Wavelength2    0
Angle1 90
Angle2 10

Temperature	Wavelength	PolarAngle	AzimuthAngle	Emissivity
300	0.5956	21.724	0.000	0.5280966
300	0.5956	24.828	0.000	0.5142183
300	0.5956	27.931	0.000	0.4984187
300	0.5956	31.034	0.000	0.4817238
300	0.5956	34.138	0.000	0.4646361
300	0.5956	37.241	0.000	0.4466311
300	0.5956	40.345	0.000	0.4268521
300	0.5956	43.448	0.000	0.4044462
300	0.5956	46.552	0.000	0.3791578
300	0.5956	49.655	0.000	0.3526082
300	0.5956	52.759	0.000	0.3274333
300	0.5956	55.862	0.000	0.303582
300	0.5956	58.966	0.000	0.277913
300	0.5956	62.069	0.000	0.2479932
300	0.5956	65.172	0.000	0.2157689
300	0.5956	68.276	0.000	0.1842361
300	0.5956	71.379	0.000	0.1496658
300	0.5956	74.483	0.000	0.1126054
300	0.5956	77.586	0.000	0.08574546
300	0.5956	80.690	0.000	0.05853817
300	0.5956	83.793	0.000	0.03006469
300	0.5956	86.897	0.000	0.01110082
300	0.5956	90.000	0.000	0
300	0.6058	0.000	0.000	0.5227499
300	0.6058	3.103	0.000	0.5220828
300	0.6058	6.207	0.000	0.5199808
300	0.6058	9.310	0.000	0.5164405
300	0.6058	12.414	0.000	0.5114455
300	0.6058	15.517	0.000	0.504872
300	0.6058	18.621	0.000	0.4964573
300	0.6058	21.724	0.000	0.4859288
300	0.6058	24.828	0.000	0.4731587
300	0.6058	27.931	0.000	0.4586207
300	0.6058	31.034	0.000	0.4432589
300	0.6058	34.138	0.000	0.4275356
300	0.6058	37.241	0.000	0.4109683
300	0.6058	40.345	0.000	0.3927686
300	0.6058	43.448	0.000	0.3721517
300	0.6058	46.552	0.000	0.3488826
300	0.6058	49.655	0.000	0.324453
300	0.6058	52.759	0.000	0.3012882
300	0.6058	55.862	0.000	0.2793414
300	0.6058	58.966	0.000	0.255722
300	0.6058	62.069	0.000	0.2281913
300	0.6058	65.172	0.000	0.19854
300	0.6058	68.276	0.000	0.1695251
300	0.6058	71.379	0.000	0.1377152
300	0.6058	74.483	0.000	0.1036141
300	0.6058	77.586	0.000	0.07889882
300	0.6058	80.690	0.000	0.05386399
300	0.6058	83.793	0.000	0.02766407
300	0.6058	86.897	0.000	0.01021443
300	0.6058	90.000	0.000	0
300	0.6160	0.000	0.000	0.4674168
300	0.6160	3.103	0.000	0.4668203
300	0.6160	6.207	0.000	0.4649408
300	0.6160	9.310	0.000	0.4617752
300	0.6160	12.414	0.000	0.4573089
300	0.6160	15.517	0.000	0.4514312
300	0.6160	18.621	0.000	0.4439072
300	0.6160	21.724	0.000	0.4344932
300	0.6160	24.828	0.000	0.4230748
300	0.6160	27.931	0.000	0.4100756
300	0.6160	31.034	0.000	0.3963399
300	0.6160	34.138	0.000	0.3822809
300	0.6160	37.241	0.000	0.3674672
300	0.6160	40.345	0.000	0.351194
300	0.6160	43.448	0.000	0.3327594
300	0.6160	46.552	0.000	0.3119533
300	0.6160	49.655	0.000	0.2901096
300	0.6160	52.759	0.000	0.2693968
300	0.6160	55.862	0.000	0.2497731
300	0.6160	58.966	0.000	0.2286538
300	0.6160	62.069	0.000	0.2040372
300	0.6160	65.172	0.000	0.1775245
300	0.6160	68.276	0.000	0.1515809
300	0.6160	71.379	0.000	0.123138
300	0.6160	74.483	0.000	0.09264649
300	0.6160	77.586	0.000	0.07054736
300	0.6160	80.690	0.000	0.04816248
300	0.6160	83.793	0.000	0.02473582
300	0.6160	86.897	0.000	0.009133235
300	0.6160	90.000	0.000	0
300	0.6262	0.000	0.000	0.4077556
300	0.6262	3.103	0.000	0.4072353
300	0.6262	6.207	0.000	0.4055957
300	0.6262	9.310	0.000	0.4028341
300	0.6262	12.414	0.000	0.3989379
300	0.6262	15.517	0.000	0.3938105
300	0.6262	18.621	0.000	0.3872468
300	0.6262	21.724	0.000	0.3790344
300	0.6262	24.828	0.000	0.3690735
300	0.6262	27.931	0.000	0.3577335
300	0.6262	31.034	0.000	0.345751
300	0.6262	34.138	0.000	0.3334865
300	0.6262	37.241	0.000	0.3205636
300	0.6262	40.345	0.000	0.3063675
300	0.6262	43.448	0.000	0.2902859
300	0.6262	46.552	0.000	0.2721355
300	0.6262	49.655	0.000	0.2530799
300	0.6262	52.759	0.000	0.235011
300	0.6262	55.862	0.000	0.217892
300	0.6262	58.966	0.000	0.1994684
300	0.6262	62.069	0.000	0.1779939
300	0.6262	65.172	0.000	0.1548653
300	0.6262	68.276	0.000	0.1322331
300	0.6262	71.379	0.000	0.1074207
300	0.6262	74.483	0.000	0.08082107
300	0.6262	77.586	0.000	0.06154269
300	0.6262	80.690	0.000	0.04201501
300	0.6262	83.793	0.000	0.02157854
300	0.6262	86.897	0.000	0.007967467
300	0.6262	90.000	0.000	0
300	0.6364	0.000	0.000	0.3456356
300	0.6364	3.103	0.000	0.3451945
300	0.6364	6.207	0.000	0.3438047
300	0.6364	9.310	0.000	0.3414638
300	0.6364	12.414	0.000	0.3381612
300	0.6364	15.517	0.000	0.3338149
300	0.6364	18.621	0.000	0.3282512
300	0.6364	21.724	0.000	0.3212899
300	0.6364	24.828	0.000	0.3128465
300	0.6364	27.931	0.000	0.3032341
300	0.6364	31.034	0.000	0.2930771
300	0.6364	34.138	0.000	0.2826811
300	0.6364	37.241	0.000	0.271727
300	0.6364	40.345	0.000	0.2596936
300	0.6364	43.448	0.000	0.246062
300	0.6364	46.552	0.000	0.2306767
300	0.6364	49.655	0.000	0.2145241
300	0.6364	52.759	0.000	0.1992079
300	0.6364	55.862	0.000	0.184697
300	0.6364	58.966	0.000	0.1690801
300	0.6364	62.069	0.000	0.1508772
300	0.6364	65.172	0.000	0.1312721
300	0.6364	68.276	0.000	0.1120878
300	0.6364	71.379	0.000	0.09105553
300	0.6364	74.483	0.000	0.06850828
300	0.6364	77.586	0.000	0.05216689
300	0.6364	80.690	0.000	0.03561418
300	0.6364	83.793	0.000	0.01829113
300	0.6364	86.897	0.000	0.006753653
300	0.6364	90.000	0.000	0
300	0.6467	0.000	0.000	0.2837025
300	0.6467	3.103	0.000	0.2833404
300	0.6467	6.207	0.000	0.2821997
300	0.6467	9.310	0.000	0.2802783
300	0.6467	12.414	0.000	0.2775674
300	0.6467	15.517	0.000	0.2739999
300	0.6467	18.621	0.000	0.2694332
300	0.6467	21.724	0.000	0.2637192
300	0.6467	24.828	0.000	0.2567888
300	0.6467	27.931	0.000	0.2488988
300	0.6467	31.034	0.000	0.2405618
300	0.6467	34.138	0.000	0.2320286
300	0.6467	37.241	0.000	0.2230373
300	0.6467	40.345	0.000	0.2131601
300	0.6467	43.448	0.000	0.2019711
300	0.6467	46.552	0.000	0.1893426
300	0.6467	49.655	0.000	0.1760844
300	0.6467	52.759	0.000	0.1635126
300	0.6467	55.862	0.000	0.1516019
300	0.6467	58.966	0.000	0.1387833
300	0.6467	62.069	0.000	0.1238421
300	0.6467	65.172	0.000	0.10775
300	0.6467	68.276	0.000	0.09200326
300	0.6467	71.379	0.000	0.07473964
300	0.6467	74.483	0.000	0.05623255
300	0.6467	77.586	0.000	0.04281931
300	0.6467	80.690	0.000	0.02923261
300	0.6467	83.793	0.000	0.01501361
300	0.6467	86.897	0.000	0.005543493
300	0.6467	90.000	0.000	0
300	0.6569	0.000	0.000	0.2277053
300	0.6569	3.103	0.000	0.2274147
300	0.6569	6.207	0.000	0.2264991
300	0.6569	9.310	0.000	0.2249569
300	0.6569	12.414	0.000	0.2227812
300	0.6569	15.517	0.000	0.2199178
300	0.6569	18.621	0.000	0.2162524
300	0.6569	21.724	0.000	0.2116663
300	0.6569	24.828	0.000	0.2061038
300	0.6569	27.931	0.000	0.1997711
300	0.6569	31.034	0.000	0.1930797
300	0.6569	34.138	0.000	0.1862307
300	0.6569	37.241	0.000	0.1790142
300	0.6569	40.345	0.000	0.1710865
300	0.6569	43.448	0.000	0.162106
300	0.6569	46.552	0.000	0.1519702
300	0.6569	49.655	0.000	0.1413289
300	0.6569	52.759	0.000	0.1312385
300	0.6569	55.862	0.000	0.1216787
300	0.6569	58.966	0.000	0.1113903
300	0.6569	62.069	0.000	0.09939812
300	0.6569	65.172	0.000	0.08648229
300	0.6569	68.276	0.000	0.07384365
300	0.6569	71.379	0.000	0.05998753
300	0.6569	74.483	0.000	0.04513337
300	0.6569	77.586	0.000	0.03436763
300	0.6569	80.690	0.000	0.02346268
300	0.6569	83.793	0.000	0.01205022
300	0.6569	86.897	0.000	0.004449318
300	0.6569	90.000	0.000	0
300	0.6671	0.000	0.000	0.182987
300	0.6671	3.103	0.000	0.1827535
300	0.6671	6.207	0.000	0.1820177
300	0.6671	9.310	0.000	0.1807784
300	0.6671	12.414	0.000	0.1790299
300	0.6671	15.517	0.000	0.1767289
300	0.6671	18.621	0.000	0.1737834
300	0.6671	21.724	0.000	0.1700979
300	0.6671	24.828	0.000	0.1656278
300	0.6671	27.931	0.000	0.1605388
300	0.6671	31.034	0.000	0.1551614
300	0.6671	34.138	0.000	0.1496575
300	0.6671	37.241	0.000	0.1438582
300	0.6671	40.345	0.000	0.1374875
300	0.6671	43.448	0.000	0.1302706
300	0.6671	46.552	0.000	0.1221253
300	0.6671	49.655	0.000	0.1135738
300	0.6671	52.759	0.000	0.105465
300	0.6671	55.862	0.000	0.09778262
300	0.6671	58.966	0.000	0.08951472
300	0.6671	62.069	0.000	0.07987767
300	0.6671	65.172	0.000	0.06949834
300	0.6671	68.276	0.000	0.05934175
300	0.6671	71.379	0.000	0.04820679
300	0.6671	74.483	0.000	0.03626978
300	0.6671	77.586	0.000	0.02761829
300	0.6671	80.690	0.000	0.01885493
300	0.6671	83.793	0.000	0.009683723
300	0.6671	86.897	0.000	0.003575532
300	0.6671	90.000	0.000	0
300	0.6773	0.000	0.000	0.1451655
300	0.6773	3.103	0.000	0.1449802
300	0.6773	6.207	0.000	0.1443965
300	0.6773	9.310	0.000	0.1434133
300	0.6773	12.414	0.000	0.1420263
300	0.6773	15.517	0.000	0.1402008
300	0.6773	18.621	0.000	0.1378641
300	0.6773	21.724	0.000	0.1349404
300	0.6773	24.828	0.000	0.1313942
300	0.6773	27.931	0.000	0.127357
300	0.6773	31.034	0.000	0.1230911
300	0.6773	34.138	0.000	0.1187249
300	0.6773	37.241	0.000	0.1141242
300	0.6773	40.345	0.000	0.1090702
300	0.6773	43.448	0.000	0.103345
300	0.6773	46.552	0.000	0.09688322
300	0.6773	49.655	0.000	0.09009923
300	0.6773	52.759	0.000	0.08366647
300	0.6773	55.862	0.000	0.07757194
300	0.6773	58.966	0.000	0.07101294
300	0.6773	62.069	0.000	0.06336777
300	0.6773	65.172	0.000	0.05513374
300	0.6773	68.276	0.000	0.04707642
300	0.6773	71.379	0.000	0.03824294
300	0.6773	74.483	0.000	0.02877319
300	0.6773	77.586	0.000	0.02190987
300	0.6773	80.690	0.000	0.0149578
300	0.6773	83.793	0.000	0.007682195
300	0.6773	86.897	0.000	0.002836506
300	0.6773	90.000	0.000	0
300	0.6875	0.000	0.000	0.1072504
300	0.6875	3.103	0.000	0.1071135
300	0.6875	6.207	0.000	0.1066823
300	0.6875	9.310	0.000	0.1059559
300	0.6875	12.414	0.000	0.1049311
300	0.6875	15.517	0.000	0.1035825
300	0.6875	18.621	0.000	0.1018561
300	0.6875	21.724	0.000	0.09969598
300	0.6875	24.828	0.000	0.09707599
300	0.6875	27.931	0.000	0.09409328
300	0.6875	31.034	0.000	0.09094156
300	0.6875	34.138	0.000	0.08771569
300	0.6875	37.241	0.000	0.08431664
300	0.6875	40.345	0.000	0.08058269
300	0.6875	43.448	0.000	0.07635281
300	0.6875	46.552	0.000	0.07157877
300	0.6875	49.655	0.000	0.06656665
300	0.6875	52.759	0.000	0.06181404
300	0.6875	55.862	0.000	0.05731131
300	0.6875	58.966	0.000	0.05246542
300	0.6875	62.069	0.000	0.04681705
300	0.6875	65.172	0.000	0.04073363
300	0.6875	68.276	0.000	0.03478076
300	0.6875	71.379	0.000	0.02825445
300	0.6875	74.483	0.000	0.02125806
300	0.6875	77.586	0.000	0.01618734
300	0.6875	80.690	0.000	0.01105105
300	0.6875	83.793	0.000	0.005675721
300	0.6875	86.897	0.000	0.002095653
300	0.6875	90.000	0.000	0
300	0.6978	0.000	0.000	0.08934935
300	0.6978	3.103	0.000	0.08923533
300	0.6978	6.207	0.000	0.08887605
300	0.6978	9.310	0.000	0.08827092
300	0.6978	12.414	0.000	0.08741718
300	0.6978	15.517	0.000	0.08629363
300	0.6978	18.621	0.000	0.08485537
300	0.6978	21.724	0.000	0.08305582
300	0.6978	24.828	0.000	0.08087313
300	0.6978	27.931	0.000	0.07838827
300	0.6978	31.034	0.000	0.0757626
300	0.6978	34.138	0.000	0.07307515
300	0.6978	37.241	0.000	0.07024343
300	0.6978	40.345	0.000	0.06713271
300	0.6978	43.448	0.000	0.06360884
300	0.6978	46.552	0.000	0.05963163
300	0.6978	49.655	0.000	0.05545608
300	0.6978	52.759	0.000	0.05149672
300	0.6978	55.862	0.000	0.04774554
300	0.6978	58.966	0.000	0.04370847
300	0.6978	62.069	0.000	0.03900287
300	0.6978	65.172	0.000	0.03393482
300	0.6978	68.276	0.000	0.02897554
300	0.6978	71.379	0.000	0.02353853
300	0.6978	74.483	0.000	0.0177099
300	0.6978	77.586	0.000	0.01348553
300	0.6978	80.690	0.000	0.009206529
300	0.6978	83.793	0.000	0.004728392
300	0.6978	86.897	0.000	0.001745869
300	0.6978	90.000	0.000	0
300	0.7080	0.000	0.000	0.06504027
300	0.7080	3.103	0.000	0.06495727
300	0.7080	6.207	0.000	0.06469574
300	0.7080	9.310	0.000	0.06425525
300	0.7080	12.414	0.000	0.06363378
300	0.7080	15.517	0.000	0.06281591
300	0.7080	18.621	0.000	0.06176896
300	0.7080	21.724	0.000	0.06045901
300	0.7080	24.828	0.000	0.05887016
300	0.7080	27.931	0.000	0.05706134
300	0.7080	31.034	0.000	0.05515004
300	0.7080	34.138	0.000	0.05319376
300	0.7080	37.241	0.000	0.05113246
300	0.7080	40.345	0.000	0.04886806
300	0.7080	43.448	0.000	0.04630292
300	0.7080	46.552	0.000	0.04340778
300	0.7080	49.655	0.000	0.04036827
300	0.7080	52.759	0.000	0.03748612
300	0.7080	55.862	0.000	0.03475551
300	0.7080	58.966	0.000	0.0318168
300	0.7080	62.069	0.000	0.02839144
300	0.7080	65.172	0.000	0.02470225
300	0.7080	68.276	0.000	0.02109222
300	0.7080	71.379	0.000	0.01713445
300	0.7080	74.483	0.000	0.01289161
300	0.7080	77.586	0.000	0.009816549
300	0.7080	80.690	0.000	0.006701729
300	0.7080	83.793	0.000	0.003441949
300	0.7080	86.897	0.000	0.001270875
300	0.7080	90.000	0.000	0
300	0.7182	0.000	0.000	0.04778727
300	0.7182	3.103	0.000	0.04772629
300	0.7182	6.207	0.000	0.04753414
300	0.7182	9.310	0.000	0.04721049
300	0.7182	12.414	0.000	0.04675388
300	0.7182	15.517	0.000	0.04615296
300	0.7182	18.621	0.000	0.04538373
300	0.7182	21.724	0.000	0.04442127
300	0.7182	24.828	0.000	0.04325388
300	0.7182	27.931	0.000	0.04192489
300	0.7182	31.034	0.000	0.04052059
300	0.7182	34.138	0.000	0.03908324
300	0.7182	37.241	0.000	0.03756874
300	0.7182	40.345	0.000	0.03590501
300	0.7182	43.448	0.000	0.03402031
300	0.7182	46.552	0.000	0.03189316
300	0.7182	49.655	0.000	0.02965992
300	0.7182	52.759	0.000	0.02754231
300	0.7182	55.862	0.000	0.02553604
300	0.7182	58.966	0.000	0.02337687
300	0.7182	62.069	0.000	0.02086015
300	0.7182	65.172	0.000	0.01814957
300	0.7182	68.276	0.000	0.01549717
300	0.7182	71.379	0.000	0.01258926
300	0.7182	74.483	0.000	0.009471896
300	0.7182	77.586	0.000	0.007212549
300	0.7182	80.690	0.000	0.004923985
300	0.7182	83.793	0.000	0.002528915
300	0.7182	86.897	0.000	0.0009337543
300	0.7182	90.000	0.000	0
300	0.7284	0.000	0.000	0.0351401
300	0.7284	3.103	0.000	0.03509526
300	0.7284	6.207	0.000	0.03495396
300	0.7284	9.310	0.000	0.03471597
300	0.7284	12.414	0.000	0.0343802
300	0.7284	15.517	0.000	0.03393832
300	0.7284	18.621	0.000	0.03337267
300	0.7284	21.724	0.000	0.03266492
300	0.7284	24.828	0.000	0.0318065
300	0.7284	27.931	0.000	0.03082923
300	0.7284	31.034	0.000	0.02979658
300	0.7284	34.138	0.000	0.02873964
300	0.7284	37.241	0.000	0.02762596
300	0.7284	40.345	0.000	0.02640254
300	0.7284	43.448	0.000	0.02501664
300	0.7284	46.552	0.000	0.02345245
300	0.7284	49.655	0.000	0.02181026
300	0.7284	52.759	0.000	0.02025308
300	0.7284	55.862	0.000	0.01877779
300	0.7284	58.966	0.000	0.01719005
300	0.7284	62.069	0.000	0.01533939
300	0.7284	65.172	0.000	0.01334618
300	0.7284	68.276	0.000	0.01139575
300	0.7284	71.379	0.000	0.00925744
300	0.7284	74.483	0.000	0.006965105
300	0.7284	77.586	0.000	0.005303707
300	0.7284	80.690	0.000	0.003620825
300	0.7284	83.793	0.000	0.001859624
300	0.7284	86.897	0.000	0.0006866309
300	0.7284	90.000	0.000	0
300	0.7386	0.000	0.000	0.02462266
300	0.7386	3.103	0.000	0.02459124
300	0.7386	6.207	0.000	0.02449223
300	0.7386	9.310	0.000	0.02432547
300	0.7386	12.414	0.000	0.0240902
300	0.7386	15.517	0.000	0.02378057
300	0.7386	18.621	0.000	0.02338422
300	0.7386	21.724	0.000	0.0228883
300	0.7386	24.828	0.000	0.0222868
300	0.7386	27.931	0.000	0.02160203
300	0.7386	31.034	0.000	0.02087846
300	0.7386	34.138	0.000	0.02013786
300	0.7386	37.241	0.000	0.0193575
300	0.7386	40.345	0.000	0.01850026
300	0.7386	43.448	0.000	0.01752916
300	0.7386	46.552	0.000	0.01643313
300	0.7386	49.655	0.000	0.01528244
300	0.7386	52.759	0.000	0.01419133
300	0.7386	55.862	0.000	0.01315759
300	0.7386	58.966	0.000	0.01204506
300	0.7386	62.069	0.000	0.01074831
300	0.7386	65.172	0.000	0.009351668
300	0.7386	68.276	0.000	0.007985001
300	0.7386	71.379	0.000	0.006486685
300	0.7386	74.483	0.000	0.004880447
300	0.7386	77.586	0.000	0.003716306
300	0.7386	80.690	0.000	0.002537111
300	0.7386	83.793	0.000	0.001303038
300	0.7386	86.897	0.000	0.0004811221
300	0.7386	90.000	0.000	0
300	0.7489	0.000	0.000	0.01595481
300	0.7489	3.103	0.000	0.01593445
300	0.7489	6.207	0.000	0.0158703
300	0.7489	9.310	0.000	0.01576224
300	0.7489	12.414	0.000	0.01560979
300	0.7489	15.517	0.000	0.01540916
300	0.7489	18.621	0.000	0.01515234
300	0.7489	21.724	0.000	0.014831
300	0.7489	24.828	0.000	0.01444124
300	0.7489	27.931	0.000	0.01399753
300	0.7489	31.034	0.000	0.01352867
300	0.7489	34.138	0.000	0.01304878
300	0.7489	37.241	0.000	0.01254313
300	0.7489	40.345	0.000	0.01198766
300	0.7489	43.448	0.000	0.01135841
300	0.7489	46.552	0.000	0.01064822
300	0.7489	49.655	0.000	0.009902604
300	0.7489	52.759	0.000	0.009195595
300	0.7489	55.862	0.000	0.008525758
300	0.7489	58.966	0.000	0.007804872
300	0.7489	62.069	0.000	0.006964609
300	0.7489	65.172	0.000	0.006059625
300	0.7489	68.276	0.000	0.005174063
300	0.7489	71.379	0.000	0.004203195
300	0.7489	74.483	0.000	0.003162397
300	0.7489	77.586	0.000	0.002408065
300	0.7489	80.690	0.000	0.001643979
300	0.7489	83.793	0.000	0.0008443329
300	0.7489	86.897	0.000	0.000311754
300	0.7489	90.000	0.000	0
300	0.7591	0.000	0.000	0.0116439
300	0.7591	3.103	0.000	0.01162904
300	0.7591	6.207	0.000	0.01158222
300	0.7591	9.310	0.000	0.01150336
300	0.7591	12.414	0.000	0.0113921
300	0.7591	15.517	0.000	0.01124568
300	0.7591	18.621	0.000	0.01105825
300	0.7591	21.724	0.000	0.01082373
300	0.7591	24.828	0.000	0.01053929
300	0.7591	27.931	0.000	0.01021546
300	0.7591	31.034	0.000	0.009873289
300	0.7591	34.138	0.000	0.009523064
300	0.7591	37.241	0.000	0.009154039
300	0.7591	40.345	0.000	0.008748652
300	0.7591	43.448	0.000	0.008289426
300	0.7591	46.552	0.000	0.007771121
300	0.7591	49.655	0.000	0.007226968
300	0.7591	52.759	0.000	0.006710989
300	0.7591	55.862	0.000	0.00622214
300	0.7591	58.966	0.000	0.005696034
300	0.7591	62.069	0.000	0.005082806
300	0.7591	65.172	0.000	0.004422344
300	0.7591	68.276	0.000	0.003776056
300	0.7591	71.379	0.000	0.003067512
300	0.7591	74.483	0.000	0.002307932
300	0.7591	77.586	0.000	0.001757417
300	0.7591	80.690	0.000	0.001199784
300	0.7591	83.793	0.000	0.0006161982
300	0.7591	86.897	0.000	0.0002275196
300	0.7591	90.000	0.000	0
300	0.7693	0.000	0.000	0.007643393
300	0.7693	3.103	0.000	0.007633639
300	0.7693	6.207	0.000	0.007602905
300	0.7693	9.310	0.000	0.007551139
300	0.7693	12.414	0.000	0.007478105
300	0.7693	15.517	0.000	0.007381991
300	0.7693	18.621	0.000	0.007258955
300	0.7693	21.724	0.000	0.007105013
300	0.7693	24.828	0.000	0.006918295
300	0.7693	27.931	0.000	0.006705726
300	0.7693	31.034	0.000	0.006481114
300	0.7693	34.138	0.000	0.006251216
300	0.7693	37.241	0.000	0.006008977
300	0.7693	40.345	0.000	0.00574287
300	0.7693	43.448	0.000	0.00544142
300	0.7693	46.552	0.000	0.005101189
300	0.7693	49.655	0.000	0.004743992
300	0.7693	52.759	0.000	0.004405288
300	0.7693	55.862	0.000	0.004084393
300	0.7693	58.966	0.000	0.003739042
300	0.7693	62.069	0.000	0.003336501
300	0.7693	65.172	0.000	0.002902955
300	0.7693	68.276	0.000	0.002478713
300	0.7693	71.379	0.000	0.002013604
300	0.7693	74.483	0.000	0.001514994
300	0.7693	77.586	0.000	0.00115362
300	0.7693	80.690	0.000	0.0007875728
300	0.7693	83.793	0.000	0.0004044904
300	0.7693	86.897	0.000	0.0001493505
300	0.7693	90.000	0.000	0
300	0.7795	0.000	0.000	0
300	0.7795	3.103	0.000	0
300	0.7795	6.207	0.000	0
300	0.7795	9.310	0.000	0
300	0.7795	12.414	0.000	0
300	0.7795	15.517	0.000	0
300	0.7795	18.621	0.000	0
300	0.7795	21.724	0.000	0
300	0.7795	24.828	0.000	0
300	0.7795	27.931	0.000	0
300	0.7795	31.034	0.000	0
300	0.7795	34.138	0.000	0
300	0.7795	37.241	0.000	0
300	0.7795	40.345	0.000	0
300	0.7795	43.448	0.000	0
300	0.7795	46.552	0.000	0
300	0.7795	49.655	0.000	0
300	0.7795	52.759	0.000	0
300	0.7795	55.862	0.000	0
300	0.7795	58.966	0.000	0
300	0.7795	62.069	0.000	0
300	0.7795	65.172	0.000	0
300	0.7795	68.276	0.000	0
300	0.7795	71.379	0.000	0
300	0.7795	74.483	0.000	0
300	0.7795	77.586	0.000	0
300	0.7795	80.690	0.000	0
300	0.7795	83.793	0.000	0
300	0.7795	86.897	0.000	0
300	0.7795	90.000	0.000	0
SAVE-DATA
