TracePro Surface Source Property Data
File Name  C:\Users\usr1\Desktop\project\optical\tracepro\source\CXA1507_LED1.txt
TracePro Release: 7 0 0
Database Version: 3 3 0
Data generated at Source Source Property Generator

Name   CXA1507_LED1
Catalog    CXA1507
Description    
User_Data  1
Spectral Type  3
Angular Type   4
Units  0
Quantity   1
Emission   14.8
Wavelength1    0
Wavelength2    0
Angle1 90
Angle2 10

Temperature	Wavelength	PolarAngle	AzimuthAngle	Emissivity
300	0.5036	18.621	0.000	0.2055014
300	0.5036	21.724	0.000	0.2011432
300	0.5036	24.828	0.000	0.1958573
300	0.5036	27.931	0.000	0.1898394
300	0.5036	31.034	0.000	0.1834807
300	0.5036	34.138	0.000	0.1769722
300	0.5036	37.241	0.000	0.1701144
300	0.5036	40.345	0.000	0.1625809
300	0.5036	43.448	0.000	0.1540469
300	0.5036	46.552	0.000	0.1444149
300	0.5036	49.655	0.000	0.1343026
300	0.5036	52.759	0.000	0.1247139
300	0.5036	55.862	0.000	0.1156294
300	0.5036	58.966	0.000	0.1058525
300	0.5036	62.069	0.000	0.09445651
300	0.5036	65.172	0.000	0.08218279
300	0.5036	68.276	0.000	0.07017249
300	0.5036	71.379	0.000	0.05700523
300	0.5036	74.483	0.000	0.04288955
300	0.5036	77.586	0.000	0.03265903
300	0.5036	80.690	0.000	0.02229622
300	0.5036	83.793	0.000	0.01145114
300	0.5036	86.897	0.000	0.004228118
300	0.5036	90.000	0.000	0
300	0.5138	0.000	0.000	0.3498146
300	0.5138	3.103	0.000	0.3493682
300	0.5138	6.207	0.000	0.3479616
300	0.5138	9.310	0.000	0.3455924
300	0.5138	12.414	0.000	0.3422499
300	0.5138	15.517	0.000	0.337851
300	0.5138	18.621	0.000	0.3322201
300	0.5138	21.724	0.000	0.3251746
300	0.5138	24.828	0.000	0.3166291
300	0.5138	27.931	0.000	0.3069005
300	0.5138	31.034	0.000	0.2966207
300	0.5138	34.138	0.000	0.286099
300	0.5138	37.241	0.000	0.2750124
300	0.5138	40.345	0.000	0.2628335
300	0.5138	43.448	0.000	0.2490371
300	0.5138	46.552	0.000	0.2334658
300	0.5138	49.655	0.000	0.2171179
300	0.5138	52.759	0.000	0.2016165
300	0.5138	55.862	0.000	0.1869301
300	0.5138	58.966	0.000	0.1711245
300	0.5138	62.069	0.000	0.1527014
300	0.5138	65.172	0.000	0.1328593
300	0.5138	68.276	0.000	0.1134431
300	0.5138	71.379	0.000	0.09215648
300	0.5138	74.483	0.000	0.06933662
300	0.5138	77.586	0.000	0.05279763
300	0.5138	80.690	0.000	0.03604479
300	0.5138	83.793	0.000	0.01851228
300	0.5138	86.897	0.000	0.006835311
300	0.5138	90.000	0.000	0
300	0.5240	0.000	0.000	0.472187
300	0.5240	3.103	0.000	0.4715845
300	0.5240	6.207	0.000	0.4696858
300	0.5240	9.310	0.000	0.4664879
300	0.5240	12.414	0.000	0.461976
300	0.5240	15.517	0.000	0.4560384
300	0.5240	18.621	0.000	0.4484376
300	0.5240	21.724	0.000	0.4389274
300	0.5240	24.828	0.000	0.4273925
300	0.5240	27.931	0.000	0.4142607
300	0.5240	31.034	0.000	0.4003848
300	0.5240	34.138	0.000	0.3861823
300	0.5240	37.241	0.000	0.3712175
300	0.5240	40.345	0.000	0.3547781
300	0.5240	43.448	0.000	0.3361554
300	0.5240	46.552	0.000	0.3151369
300	0.5240	49.655	0.000	0.2930703
300	0.5240	52.759	0.000	0.2721462
300	0.5240	55.862	0.000	0.2523222
300	0.5240	58.966	0.000	0.2309874
300	0.5240	62.069	0.000	0.2061195
300	0.5240	65.172	0.000	0.1793363
300	0.5240	68.276	0.000	0.1531278
300	0.5240	71.379	0.000	0.1243947
300	0.5240	74.483	0.000	0.093592
300	0.5240	77.586	0.000	0.07126734
300	0.5240	80.690	0.000	0.048654
300	0.5240	83.793	0.000	0.02498827
300	0.5240	86.897	0.000	0.009226445
300	0.5240	90.000	0.000	0
300	0.5342	0.000	0.000	0.551252
300	0.5342	3.103	0.000	0.5505485
300	0.5342	6.207	0.000	0.5483319
300	0.5342	9.310	0.000	0.5445985
300	0.5342	12.414	0.000	0.5393312
300	0.5342	15.517	0.000	0.5323993
300	0.5342	18.621	0.000	0.5235258
300	0.5342	21.724	0.000	0.5124233
300	0.5342	24.828	0.000	0.4989569
300	0.5342	27.931	0.000	0.4836262
300	0.5342	31.034	0.000	0.4674268
300	0.5342	34.138	0.000	0.4508463
300	0.5342	37.241	0.000	0.4333757
300	0.5342	40.345	0.000	0.4141836
300	0.5342	43.448	0.000	0.3924427
300	0.5342	46.552	0.000	0.3679048
300	0.5342	49.655	0.000	0.3421432
300	0.5342	52.759	0.000	0.3177155
300	0.5342	55.862	0.000	0.2945721
300	0.5342	58.966	0.000	0.2696649
300	0.5342	62.069	0.000	0.2406331
300	0.5342	65.172	0.000	0.2093651
300	0.5342	68.276	0.000	0.1787682
300	0.5342	71.379	0.000	0.1452239
300	0.5342	74.483	0.000	0.1092634
300	0.5342	77.586	0.000	0.08320064
300	0.5342	80.690	0.000	0.05680083
300	0.5342	83.793	0.000	0.0291724
300	0.5342	86.897	0.000	0.01077136
300	0.5342	90.000	0.000	0
300	0.5445	0.000	0.000	0.5858445
300	0.5445	3.103	0.000	0.5850969
300	0.5445	6.207	0.000	0.5827412
300	0.5445	9.310	0.000	0.5787735
300	0.5445	12.414	0.000	0.5731757
300	0.5445	15.517	0.000	0.5658088
300	0.5445	18.621	0.000	0.5563785
300	0.5445	21.724	0.000	0.5445792
300	0.5445	24.828	0.000	0.5302678
300	0.5445	27.931	0.000	0.513975
300	0.5445	31.034	0.000	0.4967591
300	0.5445	34.138	0.000	0.4791381
300	0.5445	37.241	0.000	0.4605711
300	0.5445	40.345	0.000	0.4401748
300	0.5445	43.448	0.000	0.4170695
300	0.5445	46.552	0.000	0.3909918
300	0.5445	49.655	0.000	0.3636136
300	0.5445	52.759	0.000	0.337653
300	0.5445	55.862	0.000	0.3130572
300	0.5445	58.966	0.000	0.286587
300	0.5445	62.069	0.000	0.2557334
300	0.5445	65.172	0.000	0.2225033
300	0.5445	68.276	0.000	0.1899864
300	0.5445	71.379	0.000	0.1543371
300	0.5445	74.483	0.000	0.11612
300	0.5445	77.586	0.000	0.0884217
300	0.5445	80.690	0.000	0.06036523
300	0.5445	83.793	0.000	0.03100305
300	0.5445	86.897	0.000	0.01144729
300	0.5445	90.000	0.000	0
300	0.5547	0.000	0.000	0.6045053
300	0.5547	3.103	0.000	0.6037339
300	0.5547	6.207	0.000	0.6013032
300	0.5547	9.310	0.000	0.5972091
300	0.5547	12.414	0.000	0.5914329
300	0.5547	15.517	0.000	0.5838314
300	0.5547	18.621	0.000	0.5741007
300	0.5547	21.724	0.000	0.5619256
300	0.5547	24.828	0.000	0.5471583
300	0.5547	27.931	0.000	0.5303466
300	0.5547	31.034	0.000	0.5125823
300	0.5547	34.138	0.000	0.4944
300	0.5547	37.241	0.000	0.4752416
300	0.5547	40.345	0.000	0.4541956
300	0.5547	43.448	0.000	0.4303543
300	0.5547	46.552	0.000	0.403446
300	0.5547	49.655	0.000	0.3751957
300	0.5547	52.759	0.000	0.3484081
300	0.5547	55.862	0.000	0.323029
300	0.5547	58.966	0.000	0.2957156
300	0.5547	62.069	0.000	0.2638792
300	0.5547	65.172	0.000	0.2295907
300	0.5547	68.276	0.000	0.196038
300	0.5547	71.379	0.000	0.1592532
300	0.5547	74.483	0.000	0.1198188
300	0.5547	77.586	0.000	0.09123818
300	0.5547	80.690	0.000	0.06228803
300	0.5547	83.793	0.000	0.03199058
300	0.5547	86.897	0.000	0.01181192
300	0.5547	90.000	0.000	0
300	0.5649	0.000	0.000	0.6151915
300	0.5649	3.103	0.000	0.6144064
300	0.5649	6.207	0.000	0.6119327
300	0.5649	9.310	0.000	0.6077663
300	0.5649	12.414	0.000	0.601888
300	0.5649	15.517	0.000	0.5941521
300	0.5649	18.621	0.000	0.5842494
300	0.5649	21.724	0.000	0.571859
300	0.5649	24.828	0.000	0.5568307
300	0.5649	27.931	0.000	0.5397218
300	0.5649	31.034	0.000	0.5216435
300	0.5649	34.138	0.000	0.5031397
300	0.5649	37.241	0.000	0.4836427
300	0.5649	40.345	0.000	0.4622246
300	0.5649	43.448	0.000	0.4379619
300	0.5649	46.552	0.000	0.4105779
300	0.5649	49.655	0.000	0.3818282
300	0.5649	52.759	0.000	0.3545671
300	0.5649	55.862	0.000	0.3287393
300	0.5649	58.966	0.000	0.3009431
300	0.5649	62.069	0.000	0.268544
300	0.5649	65.172	0.000	0.2336493
300	0.5649	68.276	0.000	0.1995034
300	0.5649	71.379	0.000	0.1620684
300	0.5649	74.483	0.000	0.1219369
300	0.5649	77.586	0.000	0.09285104
300	0.5649	80.690	0.000	0.06338914
300	0.5649	83.793	0.000	0.0325561
300	0.5649	86.897	0.000	0.01202072
300	0.5649	90.000	0.000	0
300	0.5751	0.000	0.000	0.6137607
300	0.5751	3.103	0.000	0.6129774
300	0.5751	6.207	0.000	0.6105095
300	0.5751	9.310	0.000	0.6063527
300	0.5751	12.414	0.000	0.6004881
300	0.5751	15.517	0.000	0.5927702
300	0.5751	18.621	0.000	0.5828906
300	0.5751	21.724	0.000	0.570529
300	0.5751	24.828	0.000	0.5555357
300	0.5751	27.931	0.000	0.5384665
300	0.5751	31.034	0.000	0.5204303
300	0.5751	34.138	0.000	0.5019696
300	0.5751	37.241	0.000	0.4825179
300	0.5751	40.345	0.000	0.4611496
300	0.5751	43.448	0.000	0.4369434
300	0.5751	46.552	0.000	0.409623
300	0.5751	49.655	0.000	0.3809402
300	0.5751	52.759	0.000	0.3537425
300	0.5751	55.862	0.000	0.3279748
300	0.5751	58.966	0.000	0.3002432
300	0.5751	62.069	0.000	0.2679194
300	0.5751	65.172	0.000	0.2331059
300	0.5751	68.276	0.000	0.1990394
300	0.5751	71.379	0.000	0.1616914
300	0.5751	74.483	0.000	0.1216533
300	0.5751	77.586	0.000	0.0926351
300	0.5751	80.690	0.000	0.06324171
300	0.5751	83.793	0.000	0.03248038
300	0.5751	86.897	0.000	0.01199277
300	0.5751	90.000	0.000	0
300	0.5853	0.000	0.000	0.5984744
300	0.5853	3.103	0.000	0.5977106
300	0.5853	6.207	0.000	0.5953041
300	0.5853	9.310	0.000	0.5912509
300	0.5853	12.414	0.000	0.5855324
300	0.5853	15.517	0.000	0.5780067
300	0.5853	18.621	0.000	0.5683731
300	0.5853	21.724	0.000	0.5563194
300	0.5853	24.828	0.000	0.5416995
300	0.5853	27.931	0.000	0.5250555
300	0.5853	31.034	0.000	0.5074684
300	0.5853	34.138	0.000	0.4894675
300	0.5853	37.241	0.000	0.4705003
300	0.5853	40.345	0.000	0.4496642
300	0.5853	43.448	0.000	0.4260608
300	0.5853	46.552	0.000	0.3994209
300	0.5853	49.655	0.000	0.3714525
300	0.5853	52.759	0.000	0.3449322
300	0.5853	55.862	0.000	0.3198062
300	0.5853	58.966	0.000	0.2927654
300	0.5853	62.069	0.000	0.2612466
300	0.5853	65.172	0.000	0.2273001
300	0.5853	68.276	0.000	0.1940822
300	0.5853	71.379	0.000	0.1576643
300	0.5853	74.483	0.000	0.1186234
300	0.5853	77.586	0.000	0.09032793
300	0.5853	80.690	0.000	0.06166661
300	0.5853	83.793	0.000	0.03167142
300	0.5853	86.897	0.000	0.01169408
300	0.5853	90.000	0.000	0
300	0.5956	0.000	0.000	0.5681129
300	0.5956	3.103	0.000	0.5673879
300	0.5956	6.207	0.000	0.5651035
300	0.5956	9.310	0.000	0.5612559
300	0.5956	12.414	0.000	0.5558275
300	0.5956	15.517	0.000	0.5486836
300	0.5956	18.621	0.000	0.5395387
